vehicle_id,timestamp,voltage,current,battery_temperature,ambient_temperature,soc,soh,charge_cycles,charging_status,charging_type,battery_capacity,speed,distance,power,cell_voltage_max,cell_voltage_min,voltage_imbalance,risk_level,fault_code
EV04172,2026-01-04 05:31:00,398.59,22.08,34.99,31.87,66.02,77.6,1120,Discharging,None,60,104.69,24130.21,8.8,4.159,4.034,0.125,Medium,NONE
EV04173,2026-01-04 05:32:00,394.76,146.32,56.41,23.19,76.77,69.01,893,Discharging,None,75,93.51,24867.61,57.76,4.19,4.105,0.085,High,OVERHEAT
EV04174,2026-01-04 05:33:00,391.33,80.5,56.23,37.47,53.04,61.16,1293,Discharging,None,90,87.77,34223.34,31.5,4.069,3.99,0.079,High,OVERHEAT
EV04175,2026-01-04 05:34:00,396.32,108.38,51.44,24.37,82.71,80.19,533,Idle,None,90,0.0,15456.26,42.95,4.144,4.076,0.068,High,OVERHEAT
EV04176,2026-01-04 05:35:00,394.42,73.88,49.13,37.63,57.3,84.38,416,Idle,None,60,0.0,11214.54,29.14,4.107,3.935,0.172,Medium,NONE
EV04177,2026-01-04 05:36:00,395.85,140.88,43.31,39.98,32.95,75.21,1107,Discharging,None,60,33.74,29372.76,55.77,4.169,3.991,0.178,Medium,NONE
EV04178,2026-01-04 05:37:00,392.75,108.94,56.23,37.32,37.73,48.3,1936,Charging,Fast DC,75,0.0,35234.92,42.79,4.184,4.036,0.148,High,OVERHEAT
EV04179,2026-01-04 05:38:00,391.57,26.79,35.2,30.54,52.14,82.2,890,Charging,Fast DC,75,0.0,16683.39,10.49,4.157,4.035,0.122,Low,NONE
EV04180,2026-01-04 05:39:00,393.39,173.82,57.55,25.54,35.28,78.22,387,Idle,None,90,0.0,7657.81,68.38,4.199,4.06,0.139,High,OVERHEAT
EV04181,2026-01-04 05:40:00,395.21,140.57,42.78,23.99,52.14,76.06,1086,Charging,Slow AC,90,0.0,25952.62,55.55,4.186,4.117,0.069,Medium,NONE
EV04182,2026-01-04 05:41:00,403.25,23.78,53.1,26.17,55.0,83.68,292,Charging,Fast DC,90,0.0,6501.83,9.59,4.151,4.027,0.124,High,OVERHEAT
EV04183,2026-01-04 05:42:00,402.04,90.93,39.97,28.93,36.63,99.58,21,Charging,Slow AC,60,0.0,622.89,36.56,4.098,3.951,0.147,Low,NONE
EV04184,2026-01-04 05:43:00,402.75,121.17,53.64,34.26,66.97,72.63,823,Discharging,None,60,41.73,18656.27,48.8,4.09,3.914,0.176,High,OVERHEAT
EV04185,2026-01-04 05:44:00,397.08,33.53,37.47,36.56,83.94,69.52,1524,Charging,Fast DC,90,0.0,33210.8,13.31,4.112,4.082,0.03,Medium,NONE
EV04186,2026-01-04 05:45:00,394.13,160.96,52.81,33.81,96.27,78.53,561,Idle,None,60,0.0,12902.39,63.44,4.132,4.1,0.032,High,OVERHEAT
EV04187,2026-01-04 05:46:00,397.91,131.26,48.84,34.89,50.04,90.07,143,Discharging,None,60,46.04,4139.7,52.23,4.054,3.955,0.099,Medium,NONE
EV04188,2026-01-04 05:47:00,393.82,33.76,38.22,20.51,73.94,97.1,145,Idle,None,90,0.0,2879.85,13.3,4.112,4.01,0.102,Low,NONE
EV04189,2026-01-04 05:48:00,393.03,155.84,36.55,32.01,92.48,65.66,1717,Charging,Slow AC,90,0.0,36044.77,61.25,4.171,4.062,0.109,Medium,NONE
EV04190,2026-01-04 05:49:00,397.16,81.19,34.12,22.68,33.28,80.32,984,Charging,Slow AC,75,0.0,19063.77,32.25,4.079,4.015,0.064,Low,NONE
EV04191,2026-01-04 05:50:00,403.17,144.73,43.61,35.64,44.72,82.13,749,Idle,None,75,0.0,22147.43,58.35,4.077,4.021,0.056,Medium,NONE
EV04192,2026-01-04 05:51:00,400.01,96.59,38.6,29.09,77.36,85.64,718,Idle,None,75,0.0,13043.56,38.64,4.167,4.054,0.113,Low,NONE
EV04193,2026-01-04 05:52:00,404.53,140.96,58.96,24.94,47.65,59.03,1290,Discharging,None,75,43.69,33385.76,57.02,4.144,4.097,0.047,High,OVERHEAT
EV04194,2026-01-04 05:53:00,400.29,156.97,34.17,20.67,29.42,88.96,552,Discharging,None,75,55.81,15740.74,62.83,4.155,4.037,0.118,Low,NONE
EV04195,2026-01-04 05:54:00,404.68,133.27,58.84,21.36,58.41,57.71,1361,Discharging,None,75,97.25,38768.87,53.93,4.075,3.984,0.091,High,OVERHEAT
EV04196,2026-01-04 05:55:00,394.09,58.4,43.91,38.09,18.94,60.83,1802,Idle,None,75,0.0,33793.5,23.01,4.181,4.038,0.143,Medium,NONE
EV04197,2026-01-04 05:56:00,397.77,63.43,59.03,35.56,26.35,79.0,289,Idle,None,90,0.0,7592.03,25.23,4.12,3.985,0.135,High,OVERHEAT
EV04198,2026-01-04 05:57:00,398.24,69.72,55.55,23.53,31.63,80.78,339,Idle,None,75,0.0,9438.29,27.77,4.13,4.109,0.021,High,OVERHEAT
EV04199,2026-01-04 05:58:00,400.48,102.49,38.48,34.48,64.64,70.48,1476,Idle,None,90,0.0,37581.54,41.05,4.131,4.039,0.092,Medium,NONE
EV04200,2026-01-04 05:59:00,392.99,163.54,33.92,33.14,51.33,87.02,649,Discharging,None,75,30.36,14415.22,64.27,4.132,4.081,0.051,Low,NONE
EV04201,2026-01-04 06:00:00,401.73,105.92,36.95,28.13,84.7,83.08,846,Charging,Fast DC,90,0.0,20190.18,42.55,4.107,4.011,0.096,Low,NONE
EV04202,2026-01-04 06:01:00,391.29,138.73,50.29,23.95,32.72,62.77,1450,Idle,None,60,0.0,41860.99,54.28,4.135,3.98,0.155,High,OVERHEAT
EV04203,2026-01-04 06:02:00,395.97,86.46,52.12,22.41,21.11,59.32,1549,Idle,None,90,0.0,35263.55,34.24,4.159,4.055,0.104,High,OVERHEAT
EV04204,2026-01-04 06:03:00,398.66,137.17,41.78,38.45,21.37,68.02,1528,Charging,Fast DC,60,0.0,33225.21,54.68,4.135,4.014,0.121,Medium,NONE
EV04205,2026-01-04 06:04:00,392.72,61.22,39.17,39.5,93.2,82.26,887,Discharging,None,60,118.69,20818.02,24.04,4.109,4.018,0.091,Low,NONE
EV04206,2026-01-04 06:05:00,399.57,103.01,44.98,29.21,18.39,76.94,954,Idle,None,75,0.0,25092.37,41.16,4.079,4.009,0.07,Medium,NONE
EV04207,2026-01-04 06:06:00,392.27,100.44,59.34,20.52,63.92,72.17,618,Charging,Fast DC,75,0.0,12897.74,39.4,4.101,4.06,0.041,High,OVERHEAT
EV04208,2026-01-04 06:07:00,394.29,153.17,53.64,21.92,11.22,52.83,1813,Discharging,None,90,119.19,51289.65,60.39,4.192,4.083,0.109,High,OVERHEAT
EV04209,2026-01-04 06:08:00,402.4,73.32,40.56,35.64,96.96,80.69,943,Charging,Slow AC,75,0.0,22316.89,29.5,4.114,3.987,0.127,Medium,NONE
EV04210,2026-01-04 06:09:00,392.96,159.28,32.33,35.87,42.16,64.24,1788,Discharging,None,75,44.38,36398.88,62.59,4.11,4.043,0.067,Medium,NONE
EV04211,2026-01-04 06:10:00,395.23,178.04,54.93,39.22,28.26,59.22,1442,Idle,None,90,0.0,38491.68,70.37,4.076,3.939,0.137,High,OVERHEAT
EV04212,2026-01-04 06:11:00,390.5,45.68,58.18,33.96,47.86,53.56,1595,Idle,None,60,0.0,34303.36,17.84,4.138,4.021,0.117,High,OVERHEAT
EV04213,2026-01-04 06:12:00,402.74,142.07,51.48,29.42,27.08,61.64,1459,Discharging,None,60,56.04,35591.3,57.22,4.159,4.08,0.079,High,OVERHEAT
EV04214,2026-01-04 06:13:00,392.94,26.58,56.46,36.03,25.56,73.89,647,Discharging,None,75,100.46,18355.9,10.44,4.168,4.008,0.16,High,OVERHEAT
EV04215,2026-01-04 06:14:00,399.24,102.5,53.12,39.46,46.51,71.36,907,Charging,Slow AC,90,0.0,25596.12,40.92,4.095,3.968,0.127,High,OVERHEAT
EV04216,2026-01-04 06:15:00,400.79,163.64,42.77,22.34,67.86,59.26,1926,Charging,Fast DC,75,0.0,54531.27,65.59,4.164,4.054,0.11,High,BATTERY_DEGRADED
EV04217,2026-01-04 06:16:00,399.51,80.32,49.84,20.46,18.36,67.97,1208,Discharging,None,60,81.6,34265.36,32.09,4.163,4.129,0.034,Medium,NONE
EV04218,2026-01-04 06:17:00,402.44,62.62,34.19,24.25,77.32,73.78,1311,Discharging,None,60,63.09,34039.35,25.2,4.131,4.084,0.047,Medium,NONE
EV04219,2026-01-04 06:18:00,398.64,138.06,42.59,22.69,16.27,91.87,303,Charging,Fast DC,90,0.0,6003.12,55.04,4.139,4.038,0.101,Medium,NONE
EV04220,2026-01-04 06:19:00,398.81,151.3,45.85,36.68,8.89,79.82,775,Charging,Slow AC,90,0.0,17199.2,60.34,4.095,3.918,0.177,Medium,NONE
EV04221,2026-01-04 06:20:00,391.18,109.41,51.32,34.46,97.82,69.54,1070,Charging,Fast DC,60,0.0,23245.0,42.8,4.195,4.17,0.025,High,OVERHEAT
EV04222,2026-01-04 06:21:00,402.97,72.28,59.4,25.4,44.9,83.4,54,Charging,Fast DC,60,0.0,1503.43,29.13,4.185,4.131,0.054,High,OVERHEAT
EV04223,2026-01-04 06:22:00,393.6,20.16,37.52,25.24,22.65,69.48,1526,Charging,Fast DC,75,0.0,32340.17,7.93,4.1,3.979,0.121,Medium,NONE
EV04224,2026-01-04 06:23:00,399.83,119.73,45.23,35.17,50.03,65.3,1526,Charging,Slow AC,90,0.0,42105.24,47.87,4.057,3.899,0.158,Medium,NONE
EV04225,2026-01-04 06:24:00,393.52,66.85,42.15,28.33,95.66,74.58,1185,Charging,Fast DC,75,0.0,35241.0,26.31,4.095,3.973,0.122,Medium,NONE
EV04226,2026-01-04 06:25:00,401.79,24.01,44.95,20.55,88.42,92.6,172,Discharging,None,90,21.36,4657.05,9.65,4.101,3.924,0.177,Medium,NONE
EV04227,2026-01-04 06:26:00,399.92,178.4,39.57,32.48,32.74,74.68,1266,Discharging,None,75,83.17,37722.45,71.35,4.148,3.985,0.163,Medium,NONE
EV04228,2026-01-04 06:27:00,397.39,40.18,25.1,31.67,8.17,94.84,258,Discharging,None,60,53.48,7133.48,15.97,4.198,4.051,0.147,Low,NONE
EV04229,2026-01-04 06:28:00,395.38,48.65,51.99,39.3,75.78,52.05,1918,Discharging,None,90,118.87,47426.58,19.24,4.161,4.051,0.11,High,OVERHEAT
EV04230,2026-01-04 06:29:00,404.49,151.23,43.88,37.28,33.54,72.1,1240,Discharging,None,60,46.47,26430.98,61.17,4.183,4.11,0.073,Medium,NONE
EV04231,2026-01-04 06:30:00,395.34,178.52,48.91,31.4,24.98,63.09,1489,Discharging,None,60,104.34,42744.91,70.58,4.146,4.054,0.092,Medium,NONE
EV04232,2026-01-04 06:31:00,401.89,172.55,35.12,21.61,65.82,91.22,439,Discharging,None,60,76.68,11203.81,69.35,4.085,3.962,0.123,Low,NONE
EV04233,2026-01-04 06:32:00,398.69,130.98,53.5,28.01,46.86,87.72,74,Idle,None,90,0.0,2205.77,52.22,4.073,3.896,0.177,High,OVERHEAT
EV04234,2026-01-04 06:33:00,403.71,73.16,42.65,39.52,55.41,68.16,1486,Charging,Slow AC,90,0.0,44500.02,29.54,4.141,4.098,0.043,Medium,NONE
EV04235,2026-01-04 06:34:00,390.21,179.46,43.02,33.21,60.76,91.34,312,Discharging,None,90,102.84,6830.77,70.03,4.127,4.075,0.052,Medium,NONE
EV04236,2026-01-04 06:35:00,400.73,173.69,26.58,29.57,25.36,80.3,985,Charging,Fast DC,60,0.0,18341.6,69.6,4.195,4.049,0.146,Low,NONE
EV04237,2026-01-04 06:36:00,396.14,122.79,35.71,27.1,70.73,80.9,955,Discharging,None,90,65.88,23506.95,48.64,4.171,4.11,0.061,Low,NONE
EV04238,2026-01-04 06:37:00,390.34,114.8,49.2,22.35,31.01,79.16,674,Charging,Fast DC,90,0.0,12948.7,44.81,4.157,4.023,0.134,Medium,NONE
EV04239,2026-01-04 06:38:00,391.12,160.58,25.08,39.37,53.9,84.96,752,Discharging,None,90,85.72,20066.98,62.81,4.166,4.027,0.139,Low,NONE
EV04240,2026-01-04 06:39:00,400.23,126.47,42.72,22.07,88.1,73.56,1213,Discharging,None,90,52.54,26467.56,50.62,4.183,4.051,0.132,Medium,NONE
EV04241,2026-01-04 06:40:00,395.78,71.71,37.64,21.57,30.55,61.24,1938,Charging,Slow AC,60,0.0,36341.28,28.38,4.176,4.058,0.118,Medium,NONE
EV04242,2026-01-04 06:41:00,399.92,39.39,30.1,25.11,52.14,81.94,903,Charging,Fast DC,60,0.0,25841.93,15.75,4.096,3.921,0.175,Low,NONE
EV04243,2026-01-04 06:42:00,392.36,140.02,26.32,28.12,37.56,68.6,1570,Charging,Slow AC,60,0.0,30741.5,54.94,4.108,3.962,0.146,Medium,NONE
EV04244,2026-01-04 06:43:00,404.94,110.17,43.07,38.34,85.31,94.68,143,Charging,Fast DC,60,0.0,2856.62,44.61,4.081,3.905,0.176,Medium,NONE
EV04245,2026-01-04 06:44:00,390.34,87.16,45.29,27.63,98.27,69.75,1301,Discharging,None,90,66.47,27254.45,34.02,4.083,3.947,0.136,Medium,NONE
EV04246,2026-01-04 06:45:00,401.98,177.51,38.59,26.15,32.88,87.02,649,Discharging,None,75,109.09,13046.58,71.36,4.126,3.986,0.14,Low,NONE
EV04247,2026-01-04 06:46:00,393.96,116.44,26.95,39.63,53.68,64.4,1780,Idle,None,90,0.0,48673.04,45.87,4.052,3.915,0.137,Medium,NONE
EV04248,2026-01-04 06:47:00,395.51,118.36,56.62,34.59,30.68,64.82,1094,Idle,None,60,0.0,25415.72,46.81,4.085,4.041,0.044,High,OVERHEAT
EV04249,2026-01-04 06:48:00,404.29,98.69,28.0,34.0,51.59,80.48,976,Discharging,None,60,115.34,27320.33,39.9,4.106,4.073,0.033,Low,NONE
EV04250,2026-01-04 06:49:00,404.36,75.97,41.12,37.38,53.35,64.42,1734,Idle,None,60,0.0,38976.01,30.72,4.1,3.992,0.108,Medium,NONE
EV04251,2026-01-04 06:50:00,398.89,134.91,52.65,23.35,45.3,79.38,525,Idle,None,75,0.0,10335.53,53.81,4.064,4.012,0.052,High,OVERHEAT
EV04252,2026-01-04 06:51:00,398.28,42.65,52.19,29.59,66.1,82.83,371,Idle,None,90,0.0,6943.88,16.99,4.074,3.911,0.163,High,OVERHEAT
EV04253,2026-01-04 06:52:00,399.26,122.97,41.06,23.45,34.86,94.41,237,Idle,None,90,0.0,4959.85,49.1,4.089,4.064,0.025,Medium,NONE
EV04254,2026-01-04 06:53:00,399.38,154.56,43.05,22.22,98.91,92.8,238,Discharging,None,75,115.88,6749.75,61.73,4.071,3.991,0.08,Medium,NONE
EV04255,2026-01-04 06:54:00,390.91,29.67,29.85,37.0,25.86,98.98,51,Charging,Fast DC,60,0.0,958.34,11.6,4.114,3.961,0.153,Low,NONE
EV04256,2026-01-04 06:55:00,392.77,65.12,41.27,29.56,69.4,70.86,1406,Charging,Slow AC,75,0.0,36507.48,25.58,4.143,4.005,0.138,Medium,NONE
EV04257,2026-01-04 06:56:00,403.37,174.52,25.82,33.21,45.61,69.28,1536,Discharging,None,90,66.64,39130.22,70.4,4.148,4.03,0.118,Medium,NONE
EV04258,2026-01-04 06:57:00,401.04,102.9,40.75,23.68,43.27,74.78,1231,Discharging,None,90,97.98,23308.09,41.27,4.082,4.06,0.022,Medium,NONE
EV04259,2026-01-04 06:58:00,396.72,89.51,35.15,32.45,47.91,70.92,1454,Discharging,None,90,60.29,29971.59,35.51,4.112,4.088,0.024,Medium,NONE
EV04260,2026-01-04 06:59:00,390.6,38.11,28.71,37.27,52.41,97.66,117,Idle,None,75,0.0,2997.54,14.89,4.069,4.034,0.035,Low,NONE
EV04261,2026-01-04 07:00:00,392.16,154.94,54.11,36.29,97.44,58.33,1519,Discharging,None,60,32.86,40095.98,60.76,4.19,4.054,0.136,High,OVERHEAT
EV04262,2026-01-04 07:01:00,393.53,134.84,29.84,35.28,13.14,87.14,643,Charging,Fast DC,60,0.0,14708.87,53.06,4.197,4.165,0.032,Low,NONE
EV04263,2026-01-04 07:02:00,404.77,138.18,46.75,33.29,34.2,81.62,649,Discharging,None,90,68.66,15480.5,55.93,4.067,3.888,0.179,Medium,NONE
EV04264,2026-01-04 07:03:00,402.11,112.81,56.41,35.84,16.18,66.25,1031,Idle,None,75,0.0,20146.35,45.36,4.137,3.971,0.166,High,OVERHEAT
EV04265,2026-01-04 07:04:00,397.42,71.51,37.91,38.45,43.06,92.16,392,Discharging,None,75,33.02,8952.69,28.42,4.077,3.923,0.154,Low,NONE
EV04266,2026-01-04 07:05:00,395.08,101.52,50.25,25.71,40.75,67.62,1209,Charging,Slow AC,60,0.0,33548.94,40.11,4.119,4.011,0.108,High,OVERHEAT
EV04267,2026-01-04 07:06:00,395.2,24.13,48.45,27.14,70.9,67.16,1304,Charging,Fast DC,75,0.0,31743.81,9.54,4.145,4.08,0.065,Medium,NONE
EV04268,2026-01-04 07:07:00,390.91,137.33,53.89,35.48,62.23,81.53,368,Discharging,None,75,113.72,8573.93,53.68,4.174,4.089,0.085,High,OVERHEAT
EV04269,2026-01-04 07:08:00,396.42,28.35,35.83,35.12,79.65,69.52,1524,Discharging,None,60,31.95,37015.38,11.24,4.111,4.007,0.104,Medium,NONE
EV04270,2026-01-04 07:09:00,401.1,134.7,47.56,25.92,47.31,81.75,610,Idle,None,75,0.0,14187.29,54.03,4.128,4.061,0.067,Medium,NONE
EV04271,2026-01-04 07:10:00,400.5,94.05,33.23,39.75,66.01,73.4,1330,Charging,Fast DC,75,0.0,30569.7,37.67,4.099,4.033,0.066,Medium,NONE
EV04272,2026-01-04 07:11:00,402.29,146.58,34.7,35.35,65.13,85.54,723,Idle,None,75,0.0,18195.07,58.97,4.146,4.121,0.025,Low,NONE
EV04273,2026-01-04 07:12:00,396.9,145.39,27.14,37.87,65.98,65.52,1724,Discharging,None,90,83.99,38011.93,57.71,4.082,3.903,0.179,Medium,NONE
EV04274,2026-01-04 07:13:00,391.07,51.33,52.17,25.24,19.38,82.82,372,Discharging,None,90,37.54,9545.44,20.07,4.136,4.027,0.109,High,OVERHEAT
EV04275,2026-01-04 07:14:00,395.73,130.5,34.04,27.33,37.48,73.16,1342,Idle,None,60,0.0,29414.21,51.64,4.176,4.076,0.1,Medium,NONE
EV04276,2026-01-04 07:15:00,394.33,105.09,40.09,23.12,66.76,86.93,650,Charging,Slow AC,60,0.0,15114.58,41.44,4.073,3.934,0.139,Medium,NONE
EV04277,2026-01-04 07:16:00,401.73,23.79,29.45,25.5,5.34,87.62,619,Idle,None,75,0.0,11453.7,9.56,4.074,4.0,0.074,Low,NONE
EV04278,2026-01-04 07:17:00,400.71,172.63,55.66,22.14,31.47,68.19,964,Discharging,None,60,82.29,22573.98,69.17,4.085,4.038,0.047,High,OVERHEAT
EV04279,2026-01-04 07:18:00,390.5,111.77,59.7,39.48,74.8,69.82,721,Discharging,None,90,103.95,18360.67,43.65,4.168,4.139,0.029,High,OVERHEAT
EV04280,2026-01-04 07:19:00,400.99,87.6,37.16,27.94,58.99,62.32,1884,Idle,None,60,0.0,49127.79,35.13,4.165,4.091,0.074,Medium,NONE
EV04281,2026-01-04 07:20:00,398.12,60.55,48.43,22.53,42.71,69.1,1208,Discharging,None,60,30.35,32510.17,24.11,4.17,4.023,0.147,Medium,NONE
EV04282,2026-01-04 07:21:00,400.16,25.31,44.94,29.83,75.94,83.47,629,Charging,Slow AC,60,0.0,13170.91,10.13,4.078,3.924,0.154,Medium,NONE
EV04283,2026-01-04 07:22:00,391.8,174.12,41.32,22.49,40.75,74.38,1228,Charging,Slow AC,60,0.0,27074.8,68.22,4.115,4.058,0.057,Medium,NONE
EV04284,2026-01-04 07:23:00,404.24,128.6,32.41,37.98,22.05,79.32,1034,Charging,Slow AC,60,0.0,19588.13,51.99,4.153,3.984,0.169,Medium,NONE
EV04285,2026-01-04 07:24:00,396.86,46.56,44.65,25.08,93.46,71.42,1243,Discharging,None,90,76.64,33320.44,18.48,4.123,4.056,0.067,Medium,NONE
EV04286,2026-01-04 07:25:00,398.11,83.6,27.87,35.48,98.53,71.3,1435,Idle,None,75,0.0,37327.44,33.28,4.129,3.956,0.173,Medium,NONE
EV04287,2026-01-04 07:26:00,403.58,142.08,43.06,22.36,11.06,88.69,443,Charging,Slow AC,60,0.0,11626.3,57.34,4.137,3.966,0.171,Medium,NONE
EV04288,2026-01-04 07:27:00,397.94,78.26,58.78,22.96,49.22,70.86,706,Charging,Slow AC,75,0.0,19448.81,31.14,4.17,4.086,0.084,High,OVERHEAT
EV04289,2026-01-04 07:28:00,393.63,49.94,34.75,33.63,42.92,89.36,532,Discharging,None,60,47.87,10275.97,19.66,4.19,4.143,0.047,Low,NONE
EV04290,2026-01-04 07:29:00,391.57,135.83,37.83,32.62,17.33,75.62,1219,Charging,Fast DC,90,0.0,30542.91,53.19,4.12,4.079,0.041,Medium,NONE
EV04291,2026-01-04 07:30:00,403.32,67.65,38.33,34.83,63.2,69.12,1544,Charging,Slow AC,75,0.0,40194.5,27.28,4.061,4.017,0.044,Medium,NONE
EV04292,2026-01-04 07:31:00,399.16,88.36,51.52,32.98,39.84,78.36,621,Charging,Fast DC,75,0.0,12656.54,35.27,4.12,4.095,0.025,High,OVERHEAT
EV04293,2026-01-04 07:32:00,399.27,86.31,57.36,20.66,6.01,72.55,678,Discharging,None,60,43.77,15874.18,34.46,4.078,3.938,0.14,High,OVERHEAT
EV04294,2026-01-04 07:33:00,395.95,62.96,36.39,39.82,42.74,87.56,622,Idle,None,75,0.0,17707.03,24.93,4.063,3.948,0.115,Low,NONE
EV04295,2026-01-04 07:34:00,403.67,71.24,38.75,24.71,86.84,72.04,1398,Discharging,None,75,80.52,37922.35,28.76,4.062,3.963,0.099,Medium,NONE
EV04296,2026-01-04 07:35:00,395.05,48.75,46.1,23.43,48.14,62.1,1651,Idle,None,60,0.0,37750.21,19.26,4.094,4.052,0.042,Medium,NONE
EV04297,2026-01-04 07:36:00,392.19,160.85,46.24,38.48,28.44,84.09,546,Charging,Slow AC,75,0.0,15008.29,63.08,4.122,3.953,0.169,Medium,NONE
EV04298,2026-01-04 07:37:00,391.3,84.83,48.79,23.24,68.64,57.23,1787,Discharging,None,90,109.81,43326.79,33.19,4.179,4.121,0.058,High,BATTERY_DEGRADED
EV04299,2026-01-04 07:38:00,396.49,99.94,44.59,24.7,67.97,93.99,117,Idle,None,60,0.0,3135.24,39.63,4.17,4.074,0.096,Medium,NONE
EV04300,2026-01-04 07:39:00,393.27,156.05,28.93,36.66,59.75,64.72,1764,Discharging,None,75,72.24,39849.68,61.37,4.128,4.021,0.107,Medium,NONE
EV04301,2026-01-04 07:40:00,390.33,114.21,39.6,24.77,7.4,91.98,401,Charging,Slow AC,75,0.0,7283.06,44.58,4.08,3.995,0.085,Low,NONE
EV04302,2026-01-04 07:41:00,402.21,64.95,55.58,32.38,58.23,77.54,500,Charging,Slow AC,60,0.0,10589.19,26.12,4.152,4.097,0.055,High,OVERHEAT
EV04303,2026-01-04 07:42:00,397.08,91.93,31.18,36.56,26.63,92.42,379,Idle,None,60,0.0,9938.47,36.5,4.198,4.065,0.133,Low,NONE
EV04304,2026-01-04 07:43:00,399.33,159.85,36.47,23.16,83.21,69.24,1538,Charging,Fast DC,90,0.0,41136.66,63.83,4.087,4.004,0.083,Medium,NONE
EV04305,2026-01-04 07:44:00,398.61,174.56,32.5,35.04,7.83,80.3,985,Charging,Fast DC,90,0.0,27528.9,69.58,4.142,4.105,0.037,Low,NONE
EV04306,2026-01-04 07:45:00,403.65,86.63,27.64,30.02,61.0,78.88,1056,Charging,Fast DC,75,0.0,19254.0,34.97,4.081,3.998,0.083,Medium,NONE
EV04307,2026-01-04 07:46:00,392.65,43.45,34.4,26.04,83.76,92.0,400,Discharging,None,75,80.23,7853.21,17.06,4.123,3.975,0.148,Low,NONE
EV04308,2026-01-04 07:47:00,400.34,133.74,41.95,23.71,19.03,65.26,1659,Discharging,None,75,43.81,36234.27,53.54,4.167,4.084,0.083,Medium,NONE
EV04309,2026-01-04 07:48:00,402.98,50.02,55.58,31.33,91.22,76.76,539,Discharging,None,60,28.53,14003.88,20.16,4.101,3.969,0.132,High,OVERHEAT
EV04310,2026-01-04 07:49:00,401.71,30.96,25.15,27.98,78.62,87.48,626,Idle,None,75,0.0,17869.14,12.44,4.084,3.971,0.113,Low,NONE
EV04311,2026-01-04 07:50:00,396.39,135.45,58.23,39.01,83.65,71.78,682,Charging,Slow AC,75,0.0,18363.84,53.69,4.186,4.089,0.097,High,OVERHEAT
EV04312,2026-01-04 07:51:00,404.64,34.96,28.0,38.25,17.79,99.46,27,Discharging,None,60,39.33,671.77,14.15,4.137,4.103,0.034,Low,NONE
EV04313,2026-01-04 07:52:00,393.95,83.94,57.42,37.21,78.65,47.28,1939,Charging,Slow AC,90,0.0,51074.66,33.07,4.179,4.105,0.074,High,OVERHEAT
EV04314,2026-01-04 07:53:00,403.59,30.14,38.24,37.64,87.66,73.04,1348,Discharging,None,75,82.01,39453.71,12.16,4.137,3.966,0.171,Medium,NONE
EV04315,2026-01-04 07:54:00,398.95,179.71,39.44,28.86,10.84,92.08,396,Charging,Fast DC,75,0.0,8433.56,71.7,4.096,3.963,0.133,Low,NONE
EV04316,2026-01-04 07:55:00,401.89,75.59,28.64,25.79,47.78,99.42,29,Idle,None,75,0.0,590.59,30.38,4.152,3.976,0.176,Low,NONE
EV04317,2026-01-04 07:56:00,394.45,36.57,39.63,28.6,16.37,80.44,978,Discharging,None,75,90.82,20812.78,14.43,4.077,4.041,0.036,Low,NONE
EV04318,2026-01-04 07:57:00,392.79,68.24,58.85,22.15,73.08,60.34,1229,Discharging,None,60,117.33,23488.32,26.8,4.16,4.012,0.148,High,OVERHEAT
EV04319,2026-01-04 07:58:00,398.65,166.68,34.01,24.08,48.1,95.48,226,Charging,Fast DC,90,0.0,6585.04,66.45,4.131,3.994,0.137,Low,NONE
EV04320,2026-01-04 07:59:00,394.9,100.98,32.2,23.37,14.61,87.38,631,Discharging,None,60,93.6,13800.92,39.88,4.195,4.124,0.071,Low,NONE
EV04321,2026-01-04 08:00:00,396.4,52.28,48.52,25.9,26.39,64.26,1446,Discharging,None,60,80.54,42749.31,20.72,4.195,4.032,0.163,Medium,NONE
EV04322,2026-01-04 08:01:00,395.71,168.76,31.85,26.96,47.39,96.12,194,Idle,None,75,0.0,5521.16,66.78,4.18,4.126,0.054,Low,NONE
EV04323,2026-01-04 08:02:00,404.05,121.4,58.08,23.33,33.76,65.3,1012,Discharging,None,90,77.14,19925.17,49.05,4.151,4.126,0.025,High,OVERHEAT
EV04324,2026-01-04 08:03:00,403.85,41.27,58.13,31.84,73.95,71.14,718,Idle,None,90,0.0,13282.04,16.67,4.189,4.02,0.169,High,OVERHEAT
EV04325,2026-01-04 08:04:00,395.2,38.96,44.48,31.46,70.24,91.94,224,Idle,None,90,0.0,5764.16,15.4,4.196,4.108,0.088,Medium,NONE
EV04326,2026-01-04 08:05:00,392.64,170.63,45.89,23.91,92.43,81.71,679,Charging,Slow AC,75,0.0,13035.28,67.0,4.083,3.98,0.103,Medium,NONE
EV04327,2026-01-04 08:06:00,396.5,145.87,39.5,33.85,85.63,96.26,187,Discharging,None,60,62.93,3390.34,57.84,4.091,4.035,0.056,Low,NONE
EV04328,2026-01-04 08:07:00,400.23,97.46,48.39,33.89,27.51,73.67,981,Charging,Fast DC,75,0.0,25907.76,39.01,4.123,4.036,0.087,Medium,NONE
EV04329,2026-01-04 08:08:00,401.29,156.71,58.71,36.09,21.54,66.07,948,Idle,None,90,0.0,20506.12,62.89,4.05,3.92,0.13,High,OVERHEAT
